author,year,date_mm_dd,content,word_count
wesley,1772,02-14,"I really believe, were he seriously to set about it, he could invent the best mouse-trap that ever was in the world. Thur. 1 6. — I set out for Luton. The snow lay so deep on the road that it was not without much difficulty, and some danger, we at last reached the town. I was offered the use of the church.1 The frost was exceeding sharp, and the glass was taken out of the windows. However, for the sake of the people, I accepted the offer, though I might just as well have preached in the open air. I suppose four times as many people were present as would have been at the room ; and about a hundred in the morning. So I did not repent of my journey through the snow. Fn. 1 7. — The usual road being blocked up with snow, we were obliged to take a by-road to Hertford. I found the poor children whom Mr. A[ndrews] 2 kept at school were increased to about thirty boys and thirty girls. I went in immediately to the girls. As soon as I began to speak some of them burst into tears, and their emotion rose higher and higher ; but it was kept within bounds till I began to pray. A cry then arose, which spread from one to another, till almost all cried aloud for mercy, and would not be comforted. Hut how was the scene changed when I came to the boys ! They seemed as dead as stones, and scarce appeared to mind anything that was said ; nay, some of them could hardly refrain from laughter. However, I spoke on, and set before them the terrors of the Lord.",289
wesley,1772,02-14,"Presently one was cut to the heart ; soon after, another and another ; and in ten minutes the far greater part of them were little less affected than the girls had been. 1 The Coles of Sundon occupied the vicarage from 1770 onwards, and probably Wesley was entertained by them during his visit. Mr. Joseph Cole married a Miss Clayton, who at Lord Sundon ’s death inherited the estate. See IV. M. Mag. 1884, p. 609. The Rev. Coriolanus Coplestone, who offered the church, was curate to Dr. Prior, the non-resident vicar. Coplestone’s son became a local prsacher. He was driven from Luton to St. Albans by persecution. He introduced Methodism into Leighton Buzzard, and died there in 1S35, aged seventy (Tyerman’s Lift oj Wts/ty, vol. iii. p. 1 14; W.M. Mag. 1835, p. 804). For another interesting account of the Coplestones see IV. AT. Mag. 1908, p. 245. ' See IV. M. Mag. 1884, p. 607. He presented the pulpit to City Road Chapel. John Wesley s Journal [Feb. 1772. Except at Kingswood, I have seen no such work of God upon children for above thirty years. I spoke exceeding plain in the evening on the narrow way that leadeth to life. But the men were widely different from the children ; they were affected just as much as so many horses.1 2 Feb. i, Sat ? — I found an increase oi the work of God even in Southwark. Those who so furiously opposed us some years ago, as though they would have swallowed us up quick, are now crumbled into nothing. Only the old chapel subsists as a dull, useless, dissenting meeting-house.3",276
wesley,1772,02-07,"I called on a friend at Hampton Court4 who went with me through the house. It struck me more than anything of the kind I have seen in England ; more than Blenheim House itself. One great difference is, everything there appears designedly grand and splendid ; here everything is quite, as it were, natural, and one thinks it cannot be otherwise. If the expression may be allowed, there is a kind of stiffness runs through the one, and an easiness through the other. Of pictures I do not pretend to be a judge ; but there is one, by Paul Rubens, which particularly struck me, both with the design and the execution of it. It is Zacharias and Elizabeth, with John the Baptist two or three years old, coming to visit Mary, and our Lord sitting upon her knee. The passions are surprisingly expressed, even in the children ; but I could not see either the decency or common sense of painting them stark naked. Nothing can defend or excuse this : it is shockingly absurd, even an Indian being the judge. I allow, a man who paints thus may have a good hand, but certainly cerebrum non habetl 1 On Jan. 18 he wrote from London to Mr. Costerdine, arranging an itinerary for March 13 to 18 in the Midlands (see W.M. Mag. 1845, p. 580). On the 22nd he wrote to Miss Py well ( Works, vol. xii. p. 364), and on the 26th to John Mason : ‘ Two old members recovered I make more account of than three new ones ’ ; and, as so frequently in his letters, he writes in praise of open-air preaching ( Works , vol. xii. p. 452).",288
wesley,1772,02-07,"2 He wrote to Walter Sellon, who seems to have feared that Wesley was ‘going to America to turn bishop.’ Wesley admits that in America, should he go there, he will act as bishop, ordaining ministers for the American churches, but there only ( Works, vol. xiii. P 45)- 3 On Feb. 5 he wrote from London to Rebecca Yeoman (new ed. Wesley Letters ), and on the 8th to Lady Maxwell ( Works, vol. xii. p. 349). 4 Wesley visited Hampton Court fourteen years later. 5 ‘ Pie has no brains.’ Fsb. 1772.] An ‘ Honest Quaker' Sun. g. — I buried the remains of Heller Tanner. About thirty years he has adorned the gospel ; diligent, patient, loving to every man, and zealous of good works. Mon. io. — In going to Dorking I read Mr. Jones s 1 ingenious tract upon Clean and Unclean Beasts. He really seems to prove his point, to make it reasonably plain that there is a deeper design in that part of the Levitical Law than is commonly understood: that God had a view throughout to the moral rather than natural qualities of the creatures which He pronounced unclean ; and intended it as a standing warning to His people against the fierceness, greediness, and other ill properties which so eminently belonged to those beasts or birds that they were forbidden to eat or touch. Tues. ii.2 3 4 — I casually took a volume of what is called A Sentimental Journey through France and Italy} Sentimental ! what is that? It is not English; he might as well say Continental} It is not sense. It conveys no determinate idea ; yet one fool makes many. And this nonsensical word (who would believe it ?) is become a fashionable one !",299
wesley,1772,02-07,"However, the book agrees full well with the title, for one is as queer as the other. For oddity, uncouthness, and unlikeness to all the world beside, I suppose, the writer is without a rival.",35
wesley,1772,02-12,"In returning I read a very different book, published by an honest Quaker5 on that execrable sum of all 1 William Jones, of Nayland. Zoolo- gica Ethica : a Disquisition concerning the Mosaic Distinction of Animals into Clean and Unclean : being an Attempt to explain to Christians the wisdom, morality, and use of that Institution . London, 1771. See vol. iii. of Jones’s Works. 2 He wrote to Miss Mary Stokes ; she seems to be at Stroud with a friend • ‘You and - Eden, too.’ Mas this Mary Eden, the niece of Bishop Lowth, who afterwards became Mrs. Blackwell ? (Works, vol. xii. p. 518). 3 By Laurence Sterne (i7I3~68), published in the year of his death. Wesley again refers to this in his sermon on ‘ Pleasing all Men.’ 4 Wesley was not the only eighteenth- century critic who objected to the intro duction of new words into the English language, or new forms of old words. ‘ Continental’ was not a very old word, but earlier than 1760; see Murray's Diet. A Monthly Reviewer , also noticing Sterne’s book, says: ‘ The word “sentimental” is, like “Continental,” a barbarism that has lately disgraced our language, and it is not always easy to conceive what is meant by it ’ : quoted in Sidelights on the Georgian Period, 1902, p. 161. 5 'pheve seems to be no doubt that the ‘honest Quaker’ was Anthony Benezet. Pie was born at St. Quentin, France, Jan. 31, 1713. of notable and wealthy parents — Huguenots and exiles. He was, however, educated in London, and joined the Friends. In 1 73* I16 and his John Wesley's Journal [Feb. 1772. villanies, commonly called the Slave-trade.",284
wesley,1772,02-12,"I read of nothing like it in the heathen world, whether ancient or modern ; and it infinitely exceeds, in every instance of barbarity, whatever Christian slaves suffer in Mahometan countries.",31
wesley,1772,02-14,"I began to execute a design, which had long been in my thoughts, to print as accurate an edition of my Works as a bookseller would do.1 Surely I ought to be as exact for God’s sake as he would be for money.",43
wesley,1772,02-17,"One gave me a very remarkable relation. A gay young woman lately came up to London. Curiosity led her to hear a sermon, which cut her to the heart. One standing by observed how she was affected, and took occasion to talk with her. She lamented that she should hear no more such sermons, as she was to go into the country the next day ; but begged her new acquaintance to write to her there, which she promised to do. In the country her convictions so increased that she resolved to put an end to her own life. With this design she was going upstairs, when her father called her and gave her a letter from London. It was from her new acquaintance, who told her, ‘ Christ is just ready to receive you : now is the day of salvation.’ She cried out, ‘ It is, it is ! Christ is mine ! ’ and was filled with joy unspeakable. She begged her father to give her pen, ink, and paper, that she might answer her friend immediately. She told her what God had done for her soul, and added, ‘ We have no time to lose ! The Lord is at hand ! Now, even now, we are stepping into eternity.’ She directed her letter, dropped down, and died.",222
wesley,1772,02-17,"parents, who had prospered in business, emigrated to America, where, five years later, he married Joyce Marriott, a godly young woman ; gave up his business, taught a school founded by Penn in Philadelphia, wrote books on education ; in 1750 was impressed with the sad condition of the negroes in the Colony, wrote on the subject, and ended an honourable career by becoming a practical and literary philanthropist, and, through his books and his example, the father of great philanthropies. His Historical Account of Guinea gave impulse to the labours of Clarkson. The same book, or his Caution to Great Britain , led Wesley to join the Anti-slavery movement, and roused him to brand the slave- trade as * that execrable sum of all villanies.’ Benezet died May 3, 1784, aged seventy-five. ( IV.H.S . vol. v. pp. 45-6.) 1 The preface to thisedition of Wesley’s works is dated March 1771. Vols. i. to v. bear on their title-pages 1771. Vol. vi. is the first bearing date 1772. For a full account of the thirty-two volumes see Green’s Bibliography , Nos. 276 and 285. March 1772.] The C Oil SBC TCI t io H of ChuYcJlBS 447 Fri. 2 1.1 — 1 met several of my friends, who had begun a subscription to prevent my riding on horseback ; which I cannot do quite so well since a hurt which I got some months ago. If they continue it, well ; if not, I shall have strength according to my need.2 Tues. 25. 3 — I had an interview with T. M[axfield],4 who seemed much to desire a reunion. But he only seemed ; for, when we explained upon the head, I found he meant just nothing. Wed. 26.",290
wesley,1772,02-17,"5 — I took my leave of that amiable woman, Mrs. Bl[ackwell.]6 I doubt whether we shall meet again upon earth, but it is enough if we meet in Abraham s bosom.",32
wesley,1772,02-28,"I opened the new preaching-house in Poplar.7 One might say, consecrated it ; for the English law (notwithstanding the vulgar error) does not require, nay, does not allow, any other consecration of churches than by performing public service therein. March i, Sun. — After the evening service I went to Brentford.",51
wesley,1772,03-02,"I preached at Newbury; Tuesday the 3rd, about noon, at the Devizes. The furious prejudice which long reigned in this town is now vanished away, the persecutors, almost to a 1 He wrote from London to Mrs. Barton of Beverley ( Works , vol. xii. P- 377)' - f n account of the accident, the remedy, and its result. 3 He wrote from London to Mrs. Woodhouse of Epworth ( W. M. Mag. 1849, p. 816). ‘ See above, vol. iv. p. 535, and Jan. 23, 1763- 5 He wrote from Lewisham to Chiis- topher Hopper ( Works , vol. xii. p. 3I2)> and to Miss Sparrow ( Wesley Letters, new ed.), also to Samuel Sparrow on his ‘ ingenious book,’ and asking his acceptance of his (Wesley’s) answer to Dr. Taylor on Original Sin ( Works, vol. xii. p. 474)- * Mrs. Blackwell, nee Elizabeth Mow- land, died the following day, March 27, 1772. In 1774 Mr. Blackwell married Mary Eden, niece of Bishop Lowth, by whom he had a numerous family, one of whom, Charlotte Martha, was grandmother of Sir W. T. Knollys (afterwards Lord Knollys), Comptroller of the Household to Queen Victoria and King Edward VII. 7 Mrs. Clippingdale joined the society at Swalwell, near Newcastle-on-Tyne, as a girl of thirteen. She eventually settled in Poplar, where she was known as a ‘lovely pattern of holiness.’ The Methodists were few and poor. The cause fell so low that the preachers meeting at the Sunday morning breakfast proposed to give it up. John Wesley, who was always present at the breakfast when in town, asked, ‘ Is Mrs. Clipping- dale living?’ ‘Yes.’ ‘ Then I will not consent to give up Poplar.’ She lived to see a chapel erected and the society increased to nearly 250 members. (Meth.",300
wesley,1772,03-02,"Mag. 1816, p. 640.) 448 John Wesleys Journal [March m2. _ X _ _ _ - _ - _ — - man, being gone to their account.1 In the evening I preached at Bristol ; and, after having spent a few comfortable days there, on Monday the 9th set out for the north. In the evening I preached at Stroud. Here I had much conversation with one that, fifteen months ago, was clearly saved from sin ; and immediately Satan was permitted to sift her as wheat. From that moment she was buffeted day and night, so that, through the agony of her mind, sleep wholly departed from her eyes, and it was supposed she must soon lose her senses ; but, in the height of her distress, God spoke, and there was a great calm. All was peace and love ; and from that time she has been unspeakably happy.",151
wesley,1772,03-11,"About noon I preached at Tewkesbury a funeral sermon for one who had been a pattern of all holiness, till she was snatched away in the bloom of youth. In the evening I preached in the new chapel at Worcester.2 It was thoroughly filled. For a time the work of God was hindered here by a riotous mob ; but the mayor cut them short, and ever since we have been in perfect peace.",74
wesley,1772,03-14,"I left Worcester. The frost was exceeding sharp, as it was last year just at this time. I preached in Bengeworth, near Evesham3 at eleven, and then took horse for Broad- marston. The north-east wind, uncommonly sharp, was exactly in our face. But what is the pleasure or pain of this life ? A moment, and it is gone !",60
wesley,1772,03-15,"At six in the morning, and five in the evening, I preached in our own chapel ; at eleven in Quinton church4 ; and between two and three at Honeybourne.",30
wesley,1772,03-16,"As much snow had fallen in the night, it was with difficulty we reached Alcester, where I took chaise for Birmingham. Here our brethren ‘walk in the fear of God’ and ‘the 1 On March 4 he wrote to Miss Bosan- quet at Morley Common, near Leeds ; and on the 6th to Miss Newman (Works, Letters'). 2 In New Street : it was superseded by the chapel in Pump Street in 1796. The mayor, it is believed, was Mr. William Davis. ( W.H.S. vol. iii. p. 179.) 4 Of which Wesley’s friend Samuel Taylor was vicar (173S-1772). He died on June 24 of this year. This Quinton is to be distinguished from that near Birmingham. See W.M. Mag. 1902, p. 302, and W.H.S. vol. v. p. 92. March 1772.] In the Midlands comfort of the Holy Ghost,’ and God has at length made even the beasts of the people to be at peace with them. All were quiet in the evening ; and at five in the morning, although so much snow had fallen that it lay mid-leg deep in all the streets, yet the house was nearly filled. Tues. 17.1 — Partly in a chaise, partly on horseback, I made a shift to get to Bilbrook ; and, after preaching, to Wolverhampton.",214
wesley,1772,03-19,"I preached at Burton-upon-Trent, at Ashby-de- la-Zouch in the afternoon, and in the evening to a lovely congregation in the new house at Loughborough. Here is a fair prospect : the last society in the circuit is likely to be one of the first. They increase continually, and are athirst to be, not almost, but altogether, Christians.2",57
wesley,1772,03-20,"I rode to Markfield, through violent rain. The church, notwithstanding the severity of the weather, was pretty well filled ; not with curious hearers, but with earnest people, who sought only to save their souls. Some such we found at Leicester also in the evening, together with many who had little thought about it ; to whom, therefore, I spoke in a quite different manner, exhorting them to ‘ awake out of sleep.’ I believe God applied His word ; for the house, large as it is, was nearly filled at five in the morning, and all seemed willing to receive that important truth, ‘ Without holiness no man shall see the Lord.’ 1 He wrote from Birmingham to Charles Wesley ( Works, vol. xii. pp. 137, 1 38). At Bilbrook he met Fletcher, who had just sent his Third Check to press. See Tyerman’s Life of Fletcher, p. 222. 2 With reference to this Midland visit an interesting extract from a letter to Mr. Bardsley is preserved in the Richmond College interleaved Journal. It is dated Feb. 8, 1772, and purports to be written by Mr. Severn : Dear Brother, by Mr. Olivers’ desire I inform you that he is going out of the circuit into Leeds on occasion of the death of his brother-in-law; and that Mr. Wesley will be in this circuit on the 18th of March. The plan which Mr. Olivers has laid out for him is as follows : Wed. Mar. 18. Burton at noon, Ashby at Thur. ft 19. night. Markfield, noon ; Leicester Fri. ft 20. at night. Hoton at noon, Loughbro at Sat. ft 21. night. Leek at noon, Nottingham at Sun. ft 22. night. Nottingham ; a lovefeast Mon. ft 23. then. Donington, noon; Derby, Tues. ft 24. night.",298
wesley,1772,03-20,"Crich at noon ; Derby, Wed. ft 25- night. Ashbourne, noon; New castle-under-Lyme, night. By referring to the Journal, it will be seen that this plan was partially observed. John Wesleys Journal [March 1772.",34
wesley,1772,03-21,"About noon I preached at Hoton1 in the evening at Nottingham. Sun. 22.2— While we were crossing Sawley Ferry it rained in good earnest, but it was quite fair all the time I was preaching at [Castle] Donington. In the evening I preached at Derby. Both the room and the yard were crowded enough, and yet abundance went away. After preaching the people hung at the doors, and could not be persuaded to go away. So at length I suffered them to come in with the society, and strongly exhorted them to worship God in spirit and in truth.",99
wesley,1772,03-23,"A huge congregation was present at five, to whom I spoke with all possible plainness. About nine I reached Ashbourne-in-the-Peak3 but the house would not hold a quarter of the people. So I stood in the market-place, and cried aloud, ‘Seek ye the Lord, while He may be found.’ One or two walked to and fro, quite unconcerned, but none offered the least rudeness, and the bulk of the congregation drank in every word. While I was dining at Leek, some gentlemen of the town sent to desire I would give them a sermon. As it seemed to be a providential call, I did not think it right to refuse. A large congregation quickly ran together, and were deeply attentive. We had a solemn congregation at Macclesfield in the evening, to whom I preached longer than usual. But I felt no more weariness when I had done than I did at six in the morning. Wed. 2 5. 4 — We went on to Congleton, where all is now 1 In the house of Mrs. Angrave, wife of John Angrave, of East Leake, and afterwards of Eloton. Before her marriage she had invited the Methodists to preachin the village, but her family prevented her entertaining them. They therefore preached in the street. After her marriage in 1770 she opened her house to them. John Nelson was one of the first thus entertained. (Meth. Mag. 1819, p. 214.) 2 He wrote from ‘London’ to John Mason, urging him to meet the leaders of bands on a Sunday afternoon, and then to set an example by going to church immediately after. 1 This,’ he adds, ‘ is of no small importance. For whoever leaves the Church will leave the Methodists’ ( Meth . Rec. 1S86, p. 467).",295
wesley,1772,03-23,"This seems to illustrate a surmise that occasionally Wesley dated his letters from head quarters, and not from the place in which they were actually written. 3 From Ashbourne to Leek was interesting ground in early Methodist days. See, e.g., Thomas Hanby’s account in E.M.P. vol. ii. (1754), pp. 139-43 ; also above, vol. iv. pp. no, 204 (the story of Judith Beresford). * He wrote from Congleton to his brother Charles : ‘ I find almost all our preachers, in every circuit, have done with Christian Perfection. They say they believe it, but they never preach it ; or not once in a quarter. What is to be done ? Shall we drop, or make a point of it?’ (Works, vol. xii. p. 138.) April 1772.] Academy Square , Warrington 45i peace and love. None is now left to speak against the Methodists, except Mr. Sambach, the curate.1 He earnestly labours to drive them from the Church, but they will not leave it yet. They both love her Liturgy and her doctrine, and know not where to find better.",180
wesley,1772,03-27,"I preached at Nantwich about noon, and then dragged through a miserable road till, within two or three miles of Whitchurch, the chaise stuck fast, and all our strength could not get it a yard farther. So I took horse and rode to the town.",45
wesley,1772,03-30,"At one I preached in Warrington. I believe all the young gentlemen of the academy were there, to whom I stated and proved the use of reason, from those words of St. Paul, ‘ In wickedness be ye children, but in understanding be ye men.’ 2 I had very large and very serious congregations at Liverpool morning and evening, on Monday , Tuesday;' Wednesday , and Thursday. April 3, Fri. — I set out for Wigan, but before we came to ' Ashton [-in-Makerfield] I was glad to use my own feet and leave the poor horses to drag the chaise as they could. I preached at Wigan about twelve, and in the evening at Bolton. How wonderfully has God wrought in this place ! John Bennet, some years ago, reduced this society from seven score to twelve4 and they are now risen to a hundred and seventy.",148
wesley,1772,04-05,"I preached at eight to as many as the house would 1 Rev. R. Sambach. He seems to have been a contentious man. The Corporation ‘ removed him from his curacy.’ He went to London, and, it is said, became quite a changed character. (Meth. in Congleton, p. 77.) - The sermon was preached in Academy Square. Wesley stood on a chair in front of the house in which Dr. Priestley (the discoverer of oxygen and of the composition of water) had lived up to some five years earlier. The congregation of students, tutors, and populace filled the square. Jane Phillips’s child, seated on her shoulder, saw the crowd, and to the end of life remembered it. ( W.H.S . vol. viii. pp. 59 and 81 ; see also W.M. Mag. 1910, p. 228.) 3 On March 31 he wrote from Liverpool to Mrs. Elizabeth Bennis (Works, 452 , John Wesleys Journal [April m2. contain, but at noon I was obliged to stand in the street and explain the one thing needful. I preached at Manchester in the evening, but the house was far too small.1 Crowds were obliged to go away. The speculative knowledge of the truth has ascended here from the least to the greatest. But how far short is this of experimental knowledge ! Yet it is a step toward it not to be despised.",228
wesley,1772,04-06,"In the afternoon I drank tea at A[da]m 0[ldham’s].2 But how was I shocked ! The children that used to cling about me, and drink in every word, had been at a boarding-school. There they had unlearned all religion, and even seriousness, and had learned pride, vanity, affectation, and whatever could guard them against the knowledge and love of God. Methodist parents, who would send your girls headlong to hell, send them to a fashionable boarding-school !",77
wesley,1772,04-09,"Mr. Bruce3 offering to accompany me into Scotland, I took him and Mr. E. too : and it was well I did, for Mr. E.’s horse quickly fell, and so disabled himself that I was obliged to leave him behind. God grant that he may not be left behind for ever !",52
wesley,1772,04-10,"Having sent my chaise before, I rode to Amble- 1 ‘The house’ must have been the building in Birchin Lane. The great chapel in Oldham Street was not opened until 1781. See Tyerman’s Life oj Wesley, vol. iii. p. 350, for a description of the personnel of the congregation in the old chapel during the thirty years of its occupancy. The references given by Tyerman will lead the student into some of the most remarkable incidents in the history of early Manchester Methodism. 2 He was a feltmaker, one of the first trustees of Birchin Lane Chapel, and, in the days of comparative poverty, one of the most useful members and officers of the society. Like many other Metho dists, he grew rich. He lived for many years in a house on the site of the present Albion Hotel, at the corner of Oldham Street — the street which may have been called after his own name, though of this we cannot be sure. Cf. below July 18, 1787 ; and Tyerman’s Life of Wesley, vol. iii. pp. 119, 350. There was an earlier ‘ Oldham,’ viz. Hugh Oldham, founder of the Free Grammar School. 3 In this year James Rogers mentions a 1 Mr. Bruce, a medical gentleman in York,’ who advised him as to his health. It is thought this may have been the ‘ Mr. Bruce ’ of the text. April 1772.] From Whitehaven to Selkirk side. Thence, on Saturday , we went on comfortably, in hired chaises, to Whitehaven.",253
wesley,1772,04-12,"At eight we had our usual congregation of plain, earnest people. But at five (who would imagine it ?) we had wellnigh all the gentry of the town ; and ‘ the power of the Lord was present to heal them ’ ; so that few, I believe, were unaffected. The same power was present at the meeting of the children. I never, in all my life, was so affected with any part of Solomon’s Song as while one of the girls was repeating it.",85
wesley,1772,04-13,"At five in the evening we had all the gentry again, with several clergymen ; and again the Spit it applied the word. For the present even the rich seemed to be moved. As soon as I had delivered my message, I set out for Cocker- mouth.",47
wesley,1772,04-14,"I set out for Carlisle. A great part of the road was miserably bad. However, we reached it in the afternoon, and found a small company of plain, loving people. The place where they had appointed me to preach was out of the gate , yet it was tolerably filled with attentive hearers.1 * Afterwards, inquiring for the Glasgow road, I found it was not much round to go by Edinburgh ; so I chose that road, and went five miles forward this evening, to one of our friends houses."" Here we had a hearty welcome sub tare parvulo ,3 with sweet and quiet rest.",105
wesley,1772,04-15,"Though it was a lone house, we had a large 'congregation at five in the morning. Afterwards we rode for upwards of twenty miles, through a most delightful country , the fruitful mountains rising on either hand, and the clear stream running beneath. In the afternoon we had a furious storm of rain and snow : however, we reached Selkirk safe. Here I observed a little piece of stateliness which was quite new to me : the maid came in and said, ‘ Sir, the lord of the stable 4 waits to know if he should feed your horses.’ We call him ostler in 1 Two years before, April 13, I77°> it was the day of small things in Carlisle. There were only fifteen members. Twelve years later, on April 22, 1784, he preached in our ‘own house.’ But Fisher Street Chapel was not built till 1786. See below. May 12, 1788. *- Probably at West Linton. 3 Under a lowly roof. 4 Various suggestions have been made in explanation of this curious phrase, including a classical allusion. Possibly Wesley mistook the vernacular ‘ laad,’ or ‘ lahd,’ for ‘lord.’ Or there may have been a touch of sarcasm on the part of the maid-servant. John Wesleys Journal [April 1772. England. After supper all the family seemed glad to join with us in prayer. Tkur. 1 6.— We went on through the mountains, covered with snow, to Edinburgh. Fri. 17 (being Good Friday). — I went to the Episcopal chapel, and was agreeably surprised : not only the prayers were read well, seriously, and distinctly, but the sermon, upon the sufferings of Christ, was sound and unexceptionable. Above all, the behaviour of the whole congregation, rich and poor, was solemn and serious.",292
wesley,1772,04-18,"I set out for Glasgow. One would rather have imagined it was the middle of January than the middle of April. The snow covered the mountains on either hand, and the frost was exceeding sharp ; so I preached within, both this evening and on Sunday morning. But in the evening the multitude constrained me to stand in the street. My text was, ‘ What God hath cleansed, that call not thou common.’ Hence 1 took occasion to fall upon their miserable bigotry for opinions and modes of worship. Many seemed to be not a little convinced ; but how long will the impression continue ?",106
wesley,1772,04-20,"I went on to Greenock, a seaport town, twenty miles west of Glasgow.1 It is built very much like Plymouth Dock, and has a safe and spacious harbour. The trade and inhabitants, and consequently the houses, are increasing swiftly ; and so is cursing, swearing, drunkenness, Sabbath-breaking, and all manner of wickedness. Our room is about thrice as large as that at Glasgow ; but it would not near contain the congregation. I spoke exceeding plain, and not without hope that we may see some fruit, even among this hard-hearted generation.",91
wesley,1772,04-21,"The house was very full in the morning; and they showed an excellent spirit ; for after I had spoke a few words on the head, every one stood up at the singing. In the afternoon I preached at Port Glasgow, a large town, two miles east of Greenock. Many gay people were there, careless enough ; but the greater part seemed to hear with understanding. In the 1 Did he take Paisley in going or Mr. Wesley in Paisley in 1772,’ is coming, or between these places and memorialized among the ‘Recent Deaths,’ Glasgow? Mr. Daniel White, of Dover, in the W.M. Mag. 1837, p. 959. ‘ awakened under a sermon preached by April 1772.] In Scotland 455 evening I preached at Greenock ; and God gave them a loud call, whether they will hear or whether they will forbear.",141
wesley,1772,04-22,"About eight I preached once more in the Masons’ Lodge at Port Glasgow. The house was crowded greatly; and I suppose all the gentry of the town were a part of the congregation. Resolving not to shoot over their heads, as I had done the day before, I spoke strongly of death and judgement, heaven and hell. This they seemed to comprehend ; and there was no more laughing among them, or talking with each other ; but all were quietly and deeply attentive. In the evening, when I began at Glasgow, the congregation being but small, I chose a subject fit for experienced Christians; but soon after a heap of fine gay people came in. Yet I could not decently break off what I was about, though they gaped and stared abundantly. I could only give a short exhortation in the close more suited to their capacity. Thursday the 23rd was the fast before the Lord’s Supper. It was kept as a Sunday — no shops open or business done. Three ministers came to assist Mr. Gillies, with whom I had much conversation. They all seemed to be pious as well as sensible men. As it rained in the evening, I preached in the Grammar School — a large, commodious room. I know not that ever I spoke more plain, nor perhaps with more effect.",226
wesley,1772,04-24,"We had a large congregation at five, and many of the rich and gay among them. I was aware of them now, and they seemed to comprehend perfectly well what it is to be * ashamed of the gospel of Christ.’ I set out at seven ; in the evening I preached at Edinburgh on ‘ My son, give me thy heart,’ and, after preaching in the morning, on Saturday the 25 th set out for the north. I reached Perth in the evening, and sent to the Provost to desire the use of the Guildhall, in which I preached Sunday the 26th in the morning and (it being very cold) in the evening. Afterwards I accepted of the Provost’s invitation to lodge at his house, and spent an agreeable evening with him, and three ministers, concluded with solemn prayer.1 1 On the 26th he wrote to his brother idea that John Fletcher should be his Charles (Works, vol. xii. p. 139). This designated successor. ‘Mr. Fletcher is letter seems to mark the dawn of the the best that occurs now.’ 456 John Wesley s Journal [April m2.",188
wesley,1772,04-27,"I spent three or four hours in conversation with Dr. Oswald and Mr. Fraser1 two as pious and sensible ministers as any I know in Scotland. From Methven we went on to Dunkeld, once the capital of the Caledonian kingdom, now a small town standing on the bank of the Tay and at the foot of several rough, high mountains.2 The air was sharp, yet the multitude of people constrained me to preach abroad ; and, I trust, not in vain, for great was the power of God in the midst of them. Tnes. 28. — We walked through the Duke of Athol’s gardens, in which was one thing I never saw before — a summer-house in the middle of a greenhouse, by means of which one might in the depth of winter enjoy the warmth of May and sit surrounded with greens and flowers on every side.3 In the evening I preached once more at Perth to a large and serious congregation. Afterwards they did me an honour I never thought of — presented me with the freedom of the city. The diploma ran thus : Magistratuum illustris ordo et honorandus senatorum coetus inclytae civitatis Perthensis , in debiti amoris et affectuum tesseram erga Johantiem W[esle]y, immunitatibus praefatae civitatis , societatis etiam et fraterm- tatis aedilitiae privilegiis dotiarujit. Aprilis die 28° anno Sal. 17720.4 1 He had met both of these ministers during earlier visits to Scotland. See above, pp. 256 and 363. 2 Pennant gives a glowing description of the entrance into the Highlands near this town. See also Gray’s Letters, No. 1 1 7, where he names and describes the mountains above Dunkeld.",276
wesley,1772,04-27,"and Defoe’s account, in which the Hermitage is particularly mentioned ; also Burns’s poem, ‘ The Hermit.’ 4 ‘ The illustrious order of Magistrates and honourable Court of Aldermen [senatorum] of the famous city of Perth, as a proof of their well-merited esteem and affection for John Wesley, have invested him with the immunities of the above-mentioned city, and with the privileges of the fellowship and brother hood of a Burgess. This 28th day of April, in the year of our salvation 1772.’ ‘ This diploma was struck off from a copper plate on parchment. The arms of the city and some of the words were illuminated, and flowers painted round the borders. Report gave it a splendid appearance. And for the purity of the Latin it is not perhaps excelled by any diploma, either from London or any other city in Europe ’ (Moore’s Life oj Wesley, vol. ii. p. 254). Wesley’s citizenship of Perth is connected directly with one of the most interesting episodes in the early history of Methodism in Scotland and London. Miss Meston was brought up in Edinburgh by her parents, who were strict but affectionate members of the Established Church. At their death she passed, still a child, to May 1772.] In Scotland I question whether any diploma from the city of London be more pompous or expressed in better Latin. In my way to Perth I read over the first volume of Dr. Robertson’s History of Charles the Fifth. I know not when I have been so disappointed. It might as well be called the History of Alexander the Great. Here is a quarto volume of eight or ten shillings’ price containing dry, verbose dissertations on feudal government, the substance of all which might be comprised in half a sheet of paper ! But ‘ Charles the Fifth ! Where is Charles the Fifth? Leave off thy reflections, and give us thy tale ! 1",322
